dataset_name,seed,anomalies_fraction,normalies_ratio,comtaination_ratio,roc_auc,roc_pr
multi_cardio,1,0.1,0,0,0.972923609,0.960097682
multi_cardio,1,0.1,0,0.02,0.959946168,0.924144608
multi_cardio,1,0.1,0,0.04,0.979844912,0.954887442
multi_cardio,1,0.1,0,0.06,0.977698026,0.95823753
multi_cardio,1,0.1,0,0.08,0.986285568,0.974077161
multi_cardio,1,0.1,0,0.1,0.952928736,0.909900046
multi_cardio,20,0.1,0,0,0.978402974,0.959726665
multi_cardio,20,0.1,0,0.02,0.984170725,0.973349306
multi_cardio,20,0.1,0,0.04,0.981094591,0.956950604
multi_cardio,20,0.1,0,0.06,0.941873878,0.88215836
multi_cardio,20,0.1,0,0.08,0.901243271,0.845946756
multi_cardio,20,0.1,0,0.1,0.955748526,0.906536945
multi_cardio,42,0.1,0,0,0.985869008,0.949967333
multi_cardio,42,0.1,0,0.02,0.993655473,0.98068843
multi_cardio,42,0.1,0,0.04,0.993335042,0.977269616
multi_cardio,42,0.1,0,0.06,0.975615227,0.928171952
multi_cardio,42,0.1,0,0.08,0.982376314,0.95128685
multi_cardio,42,0.1,0,0.1,0.970648552,0.927385391
multi_cardio,50,0.1,0,0,0.983113304,0.956156286
multi_cardio,50,0.1,0,0.02,0.943395924,0.856285296
multi_cardio,50,0.1,0,0.04,0.940560113,0.886450692
multi_cardio,50,0.1,0,0.06,0.955844655,0.888111285
multi_cardio,50,0.1,0,0.08,0.944629582,0.882533949
multi_cardio,50,0.1,0,0.1,0.935337093,0.865226919
multi_cardio,99,0.1,0,0,0.97962061,0.948117947
multi_cardio,99,0.1,0,0.02,0.973740708,0.936785075
multi_cardio,99,0.1,0,0.04,0.970712638,0.926145064
multi_cardio,99,0.1,0,0.06,0.944533453,0.895544698
multi_cardio,99,0.1,0,0.08,0.872821072,0.790560274
multi_cardio,99,0.1,0,0.1,0.89861574,0.775338299
multi_cardio,101,0.1,0,0,0.971033068,0.935546726
multi_cardio,101,0.1,0,0.02,0.998718277,0.99513232
multi_cardio,101,0.1,0,0.04,0.997917201,0.992225234
multi_cardio,101,0.1,0,0.06,0.933959241,0.877169578
multi_cardio,101,0.1,0,0.08,0.975262753,0.939848066
multi_cardio,101,0.1,0,0.1,0.959785952,0.928332081
multi_cardio,135,0.1,0,0,0.988368367,0.963458373
multi_cardio,135,0.1,0,0.02,0.998237631,0.994076306
multi_cardio,135,0.1,0,0.04,0.980069213,0.946229641
multi_cardio,135,0.1,0,0.06,0.993943861,0.981974644
multi_cardio,135,0.1,0,0.08,0.941393233,0.865679685
multi_cardio,135,0.1,0,0.1,0.856863625,0.75306827
multi_cardio,145,0.1,0,0,0.970199949,0.930240103
multi_cardio,145,0.1,0,0.02,0.962573699,0.941690147
multi_cardio,145,0.1,0,0.04,0.98923353,0.969035495
multi_cardio,145,0.1,0,0.06,0.95286465,0.889864158
multi_cardio,145,0.1,0,0.08,0.969302743,0.925419429
multi_cardio,145,0.1,0,0.1,0.978963727,0.940162844
multi_cardio,165,0.1,0,0,0.95432261,0.915079903
multi_cardio,165,0.1,0,0.02,0.922744168,0.875944382
multi_cardio,165,0.1,0,0.04,0.980005127,0.933686942
multi_cardio,165,0.1,0,0.06,0.988464496,0.929664202
multi_cardio,165,0.1,0,0.08,0.904960267,0.854579202
multi_cardio,165,0.1,0,0.1,0.992694181,0.949045552
multi_cardio,200,0.1,0,0,0.986093309,0.964788678
multi_cardio,200,0.1,0,0.02,0.997949244,0.994534538
multi_cardio,200,0.1,0,0.04,0.986381697,0.954475858
multi_cardio,200,0.1,0,0.06,0.910023071,0.842705439
multi_cardio,200,0.1,0,0.08,0.959753909,0.929409784
multi_cardio,200,0.1,0,0.1,0.827608306,0.800616875
